index,manga_title
7023,Kare to Kanojo no Chiguhagu
7024,"""Suki"" da nante Zettai ni Iwanai"
7025,Akai Ito Kudasai
7026,Komatsubara ga Koibito ni Naritasou ni Kochira wo Miteiru!
7027,Maou no Hisho
7028,Busu ni Hanataba wo.
7029,I Am Sherlock
7030,Fuuka: Yacchau!? Heroine to no Mousou Hatsutaiken - Special Edition
7031,Futari Solo Camp
7032,Haritoge Clemmie to Ou no Ie
7033,"Boku wa, Yuri na Oneechan wo Ouen shiteimasu"
7034,Hatsukoi to Taiyou
7035,Madougushi Dahlia wa Utsumukanai
7036,Hana to Sakazuki
7037,Isekai de Tochi wo Katte Noujou wo Tsukurou
7038,Iwakutsuki Bukken no Yakuro-san
7039,Houjou Urara no Renai Shousetsu Okakinasai!
7040,Ameiro Curriculum
7041,Kimi wa Shinenai Haikaburi no Majo
7042,Uranaishi no Nayamigoto
7043,Valhalla Ochinchin-kan
7044,Hana-san wa Minorasetai!
7045,Gigantis
7046,Wallman
7047,Koi ga Saku Koro Sakura Doki: Charming Scarlet
7048,Kakei no Alice
7049,Ginban Kishi
7051,Zero: Kage Miko
7054,Alice to Zouroku
7057,A.ka.i.i.to
7058,Nightmare Maker
7059,Orange Yellow
7062,Bamora!
7066,Tiger Mask
7067,Mars
7068,Shinyuu to Watashi no Suki na Hito
7069,Ouji to Hero
7070,Ouji to Houkago
7071,Tanikamen
7072,BlazBlue: Remix Heart
7073,Kimi no Himitsu
7074,"Ichirei shite, Kiss"
7075,Seishun Rikon
7076,Hotel la Vie en Rose
7077,Koko dake no Hanashi.
7078,Ghost wa Kiss wo Kirau
7079,Kanade
7080,Shitsuji Shoujo to Ojousama
7081,Heavy Object
7082,Hime-chan no Ribon Colorful
7083,Otome wa Boku ni Koishiteru: Futari no Elder
7084,Perfect Rose
7085,Papa no Iukoto wo Kikinasai!: Miu-sama no Iutoori
7086,Vanilla Spider
7087,"Maoyuu 4-koma: Muitemasen yo, Maou-sama!"
7088,"Puppy, My Love"
7089,13 Game
7090,Acchel World.
7091,Fushigi na Hito
7092,Ibara no Kanmuri
7093,Hensoku-kei Quadrangle
7094,Sabinuki Kanojo
7095,Legend
7096,Danganronpa Gaiden: Killer Killer
7097,Majo-kun to Watashi
7098,Ari no Ou
7099,Akudou Bunko
7101,Gal Gamer ni Homeraretai
7103,Remote
7104,Star Wars: Jedi no Kikan
7105,Kanshakudama no Yuutsu
7106,Appare Jipangu!
7107,Itsumo Misora
7108,Ohisama no Hana
7109,Hoshigari Love Dollar
7110,Hatsujou Material
7111,Three Quarters
7112,Mister Mermaid
7113,Tekken Chinmi Gaiden
7114,Hayabusa
7115,Love Scar
7117,Tsuki wo Dakishimeru.
7118,Black Blood Brothers ver.C
10023,Otona ni Nuts
10024,Shaolin Sisters: Reborn
10025,Dorobou to Keiji
10026,Princess Prince
10027,Sakura Tsuushin
10028,Asatte no Houkou.
10029,Anata ni Tsunagaretai
10030,Daikirai!
10031,"Aru Hi, Knight ni Atta nara"
10032,Bikini!
10033,Hagane
10034,It's Called Love
10035,Legendz
10036,Countdown!
10037,Fukigen na Ouji-sama
10038,Bradherley no Basha
10039,Kimi dake ni Ai wo.
10040,Samurai 7
10041,Sakura Yuki
10042,Try! Try! Try! Webcomics
10043,Hanayashiki no Juunin-tachi
10044,Eden
10045,Heroman
10046,Kansen Rettou
10047,Yume no Atosaki
10048,Agape
10049,Nigeru Otoko
10050,"Kantan dakedo, Mendokusai"
10051,"Kanchigai no Atelier Meister: Eiyuu Party no Moto Zatsuyougakari ga, Jitsu wa Sentou Igai ga SSS Rank Datta to Iu Yoku Aru Hanashi"
10052,A-Rank Boukensha no Slow Life
10053,Kuro Gal-san ga Kuru!
10054,Hangyaku no Soul Eater
10055,Classmate no Tanaka-san wa Sugoku Kowai
10056,Suterareta Tensei Kenja: Mamono no Mori de Saikyou no Daima Teikoku wo Tsukuriageru
10057,Goshujinsama to Yuku Isekai Survival! The Comic
10058,Okinawa de Suki ni Natta Ko ga Hougen Sugite Tsurasugiru
10059,Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?: Abnormal Harem
10060,Miyata Shoten e Youkoso!
10061,Hachi: Tokyo 23-ku
10062,Cross x Regalia
10063,Kunoichi Joshikousei Otonashi-san
10064,Jigoku Koi Suchou
10065,Osananajimi wa Onnanoko ni Naare
10066,Nemurenai Yoru no Ohanashi
10067,Kimi ni Yoseru Blue
10068,Jigokuren: Death Life
10069,Moromono no Jijou
10070,Toaru Yuusha no 004
10071,Akuma ni Chic x Hack
10072,Gal to Otaku wa Wakariaenai.
10073,Lycanthrope Bouken Hoken
10074,Sword Art Online: Kirito no Aincrad Night
10075,Yankee wa Isekai de Seirei ni Aisaremasu.
10076,Sayonara Peter Pan
10077,Asmodeus wa Akiramenai
10103,Abenobashi Mahou☆Shoutengai
10104,Liling-Po
10105,Shinseiki Evangelion: Koutetsu no Girlfriend 2nd
10106,Wedding Peach
10107,Every Day Every Night
10108,Shinseiki Evangelion: Ikari Shinji Ikusei Keikaku
10109,Blind Date
10110,Chohatsu BABY
10111,Netsu Shisen
10112,Koisuru Melody Musume
10113,Abunai Koto Shite Mitai
10114,Getter Robo Hien: The Earth Suicide
10115,Brother
10116,Nijiiro Koi Ryokan
10117,Mazinger Angel
10118,Yume no Tsuzuki
10119,Metal Fight Beyblade
10120,Umi no Mieru Yane
10121,Nemureru Hoshi
10122,Mephisto
10123,14 Juicy
10124,Eru-Eru Sister
10125,"Sensei, Oshiete Ageru"
10126,Star Wars: Phantom Menace
10127,Kashikoi Ken Rilienthal
10128,Bokura no Mura ni wa Mizuumi ga Atta
10129,Maid in Japan
10130,Apocalypse
10131,5-ji kara 9-ji made
10132,Kaijuu no Shiiku Iin
10133,Heroines Game
10134,Isekai Ryouridou
10135,Trap Heroine
10136,Sarashina Subaru-kun no Meirei wa Zettai!!
10137,Sakuraba-san wa Tomaranai!
10138,Gamblers Parade
10139,Chippai Kanojo to Bijin Kareshi
10140,Sword Art Online: Kirito no Gun Gale Wars
10141,Oni-san no Tokoro e Mairimashita
10142,Mukasete! Ryuugasaki-san
10143,"Chibikko Kenja, Lv.1 kara Isekai de Ganbarimasu!"
10144,Otaku Onna to Danshikousei
10145,Hametsu no Madouou to Golem no Banhi
10146,Tensei Akujo no Kuro Rekishi
10147,Sano-kun wa Ijiwaru
10148,Tensei Youjo wa Akiramenai
10149,Amakara Gishimai ni Hasamaretemasu
10150,Kyojiri JK Nirugame-chan
10151,Love Plus: Manaka Days
10152,Sakura no Sono
10153,Makyou no Shanana
10154,Bunbetsu to Takan
10155,Examurai
10156,Kindan no Koibito
10157,Pride to Ai to
10158,Gozen Reiji ni Kuchizuke wo
10159,Byousoku Zero Mile
10160,Ore no Kanojo to Osananajimi ga Shuraba sugiru+H
10161,Urasai
10162,Tsubame-chan Chi no Kateinai Renai
10163,"Meirei, Kimi wo Hanasanai"
10164,Jinrui wa Suitai Shimashita: Nonbirishita Houkoku
10165,Asao-san to Kurata-kun
10166,Shinmai Fukei Kiruko-san
10167,Proposal no Riyuu
10168,Renai Shoujo Zukan
10169,Ousama Game: Shuukyoku
10170,Youkai Hunter
10171,Walkure Romanze: Shoujo Kishi Monogatari
10172,Oukoku Game
10173,Iwaihime
10174,Chimamire Sukeban Chainsaw
10175,Pokémon the Movie XY: Ring no Choumajin Hoopa
10176,Watashi ga Iutoori ni Naru
10177,Hotarubi no Tomoru Koro ni
10178,Goinkyo Maou no Hinichijou
10179,Ace-kun no Tonari.
10180,Midari ni Midara na Kuroyukihime Online
10181,Dennou Kakugi MephistoWaltz
10182,Tandem Lover
10183,Samurai Flamenco: Another Days
10184,"Sensei, Suki."
10185,Super Family Complete
10186,Mogusa-san
10187,Fujiwara Hakushaku no Junan
10188,Touhyou Game: Anata ni Kuroki Ippyou wo
10189,Akumu Koushounin
10190,Gyakusatsu Kikan
10191,"Hana ni, Kamitsuku"
10192,A+B
10193,"Hirari, Bessatsu: Bukatsu Joshi Anthology - Houkago!"
10194,Kaette Kita! Shinmai Fukei Kiruko-san
10195,Deathtopia
10196,Biohazard: Heavenly Island
10197,Boku to Kotori-chan
10198,Saber Marionette J
10199,Pure Trance
10200,Hime tte Yonde ne
10201,Specter
10202,Mangetsu Monogatari
10203,Aoi Haru
10204,Hana ni Nare
10205,Kiss kara Hajimeyou
10206,Love & Sex
10207,Junai Clover
10208,Mahou Tsukai Tai!
10209,Gokko
10210,Boku no Marie
10211,Tokyo Zombie
10212,Yokujou Kiss
10213,Jigoku no Komoriuta
10214,Shihonron
10215,Usotsuki Marriage
10216,Dokuro
10217,Zangekikan
10218,Ai ga Nakutemo Kutteyukemasu.
10219,Momoiro Punch
10220,Densen Complex
10221,Sweet Lovin' Baby
10222,17-sai
10223,Match Ippon no Hanashi
10224,Zettai Shoujo Seiiki Amnesian
10225,Kegare no Uta
10226,Tsuno no Gakuen
10227,Urushiha Sarara wa Koi nado Shinai!
10228,Class ga Isekai Shoukan sareta Naka Ore dake Nokotta n desu ga
10229,Isekai Tensei ni Kansha wo
10230,Souzai Saishuka no Isekai Ryokouki
10231,I Want to Know You
10232,Zettai ni Hatarakitakunai Dungeon Master ga Damin wo Musaboru made
10233,Waga Itoshi no Wota Kanojo
10234,Fukurami Fukuramu: Minase Mayu Sakuhinshuu
10235,Hitoribocchi no Isekai Kouryaku
10236,Yoru no Yomeiri
10237,Tensei shitara Ore ga Heroine de Aitsu ga Yuusha Datta
10238,Shakunetsu no Nirai Kanai
10239,Kansaiben Oneesan to Junshin Shounen
10240,Osananajimi no Mama ja Iya?
10241,Tokyo LACKs
10242,Shitsugyou Kenja no Nariagari: Kirawareta Sainou wa Sekai Saikyou deshita
10243,Horror Anthology Comic Shikaku
10244,G Joshi!
10245,Dies Irae: Amantes Amentes
10246,Koi no Mizu Kudasai
10247,Yokoshima na Eguchi-kun
10248,Coyote
10249,"Ore, Maou dakedo Baretenai yo ne?"
10250,Almadianos Eiyuuden
10251,Biyaku Iri no Cappuccino
10252,Tayutama: Kiss on my Deity
10253,Shurayuki-hime Gaiden
10254,Shiroi Kageboushi
10255,Tsumitsuki
10256,Manimani
10257,Para☆Izo
10258,17-sai.
10259,Sultan no Koukeigi
10260,Boku to Kanojo no Koi Log
10261,Kuroi Ame ni Utarete
10262,Cerberus Jam
10263,Evil Virgin
10264,Hantsu x Trash
10265,Kanojo wa Sore wo Gaman Dekinai
10266,Eureka Seven nAnO
10267,Pokemon Card ni Natta Wake
10268,OBRIGADO!
10269,El Alamein no Shinden
10270,Sensei Ano ne.
10271,Imori 201
10272,Prince no Koi
10273,Princess to Konyaku
10274,Princess ni Propose
10275,Idol A
10276,RealPG
10277,Okuman Chouja no Kakehiki
10278,Aiyoku no Eustia
10279,Momoiro Meloik
10280,Exoskull Zero
10281,DRAMAtical Murder
10282,Henshin Ninja Arashi
10283,Shounen Shoujo 18-kin
10284,Mashiro-iro Symphony: Wind of Silk
10285,Gun Blaze West
10286,Aquarium
10287,Yume Miru Happa
10288,"Darling, I Love You!"
10289,Line
10290,Ju-On Volume 2
10291,Kokkyou no Chou
10292,Lamp no Ousama
10293,Wagamama na Butler
10294,Sex to Kiss to Setsunasa no Aida
10295,Koi no Kaikata
10296,Suki nara Suki tte Ie yo!
10297,Manyuu Hikenchou
10298,Ao no Deracine
10299,Heaven
10300,Chibi Geass: 4-koma no Lelouch
10301,Epitaph
10302,"Kaze yo, Banri wo Kake yo"
10303,Koisuru Heart ga No to Iu
10304,Waga Na wa Nero
10305,Nemureru Mori no Binan
10306,Gun Frontier
10307,Grand Guignol
10308,Dorondororon
10309,Guren 5
10310,Sailor Magic Midori-chan
10311,Gekijouban Pocket Monster Best Wishes: Shinsoku no Genesect - Mewtwo Kakusei
10312,Merry Bad End
10313,Rock Paper Scissors
10314,Kiriwo Terrible
10315,Grappler Baki Gaiden
10316,Joshi Shougakusei Hajimemashita P!
10317,Fujouri na Atashitachi
10318,BiBi Brother
10319,Sakura no Sono
10320,Bravely Default: Flying Fairy
10321,Kimi wo Nakasetai
10322,Aoharu Cynical
10323,Val x Love
10324,Renai Harem Game Shuuryou no Oshirase ga Kuru Koro ni
10325,Tenshi no Tamago
10326,Real no Heroine wa Irimasen!
10327,Kai to AlternaRock
10328,Bandai Kaname wa Asobitai
10329,Beriaru-sama wa Shitennou no Naka demo xx
10330,Moufu Oneesan no Atatamekata
10331,Sokuochi Mayuri-chan
10332,Himegasaki Sakurako wa Kyou mo Fubin Kawaii
10333,"Level 0 no Maou-sama, Isekai de Boukensha wo Hajimemasu"
10334,Kemokko Doubutsuen!
10335,Doll-Kara
10336,Omoni Otto
10337,Bungaku Shojo
10338,Maria-sensei wa Imouto Gachizei!
10339,Warui Yume no Sono Saki...
10340,Watashi Igai Jinrui Zenin Yuri
10341,Renai Shikou Seitokai
10342,Rengoku no Toshi
10343,Nageki no Bourei wa Intai shitai: Saijaku Hunter ni Yoru Saikyou Party Ikuseijutsu
10344,Mori no Hotori de Jam wo Niru: Isekai de Hajimeru Slow Life
10345,Oniyome wo Metotteshimatta.
10346,"Yakutatazu Skill ni Jinsei wo Tsugikomi 25-nen, Imasara Saikyou no Boukentan"
10347,Aoiro Ping Pong
10348,"Tensei-saki de Suterareta node, Mofumofu-tachi to Oryouri shimasu: Okazari Ouhi wa My Pace ni Saikyou desu"
10349,Love-Kyo: Kateikyoushi ga xx Sugite Benkyou Dokoro ja Nai
10350,World Apartment Horror
10351,Cutie Honey: Tennyo Densetsu
10352,Moyashi Otoko to Tane Shoujo
10353,Pen to Chocolate
10354,Mebius Gear
10355,Shinseiki Evangelion: Ikari Shinji Tantei Nikki
10356,Arion
10357,Girls☆Complex
10358,Tarou-kun wa Yuganderu
10359,Usotsuki na Cinderella
10360,Dame Ijiwaru H
10361,Hana Michi Otome
10362,Ai wo Shiranai Okumanchouja
10363,Igyoujin Oniwakamaru
10364,Anata no Mune ni Kaeru Hi made
10365,Hana no Miyako!
10366,Toscana no Yuuutsu
10367,Ra-i
10368,Koi ni Okite
10369,Pineapple Army
10370,Cinderella Boy
10371,Kore ga Watashi no Goshujinsama
10372,23:00
10373,Happy★Lesson: Mama Sensei wa Saikou!
10374,Peridot
10375,Ai no Koe
10376,Shichinin no Nana
10377,Kimi no Tonari de Nemuritai
10378,Pretty in Blue
10379,Sister Red
10380,Choukyouai
10381,Desert Storm
10382,Doukyuusei H kara Hajimaru Koi
10383,Honey na Koto
10384,Perfect Partner
10385,Otome Cake
10386,Wedding Peach: Young Love
10387,Kanojo no Honnou
10388,18-sai no Kodou
10389,[zion]
10390,Hansu no Kikan
10391,Yappari Yoru Made Matenai.
10392,Yuzu chu♥
10393,"Don't Cry, Girl♥"
10394,Tsutaete Ii no
10395,Doodooma
10396,Sensei wa Warui Ko
10397,Haikou Dolls
10398,Luger Code 1951
10399,Shoujo Kishidan x Knight Tale
